test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,18034.27,0.599,2.319,3.655,20.127
SET,18709.07,0.584,2.311,2.951,8.887
GET,17667.85,0.609,2.327,3.071,10.135
INCR,18639.33,0.587,2.303,2.895,4.455
