test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17436.79,0.632,2.343,3.799,6.055
SET,18298.26,0.590,2.343,2.935,4.431
GET,18501.39,0.612,2.295,2.887,4.151
INCR,17985.61,0.601,2.319,2.975,4.991
