test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17969.45,0.660,2.023,3.943,6.167
SET,16597.51,0.765,3.735,4.087,6.247
GET,15337.42,0.834,2.495,3.991,5.087
INCR,18587.36,0.657,3.767,4.095,7.015
