test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,31948.88,0.307,0.615,0.759,1.215
SET,35273.37,0.272,0.343,0.391,1.111
GET,36166.37,0.261,0.327,0.367,0.991
INCR,34843.21,0.273,0.359,0.527,0.839
