test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,33277.87,0.295,0.559,0.751,4.455
SET,36363.64,0.269,0.351,0.391,1.087
GET,33613.45,0.283,0.359,0.455,2.423
INCR,36697.25,0.268,0.343,0.383,0.623
