test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,2543.88,4.374,2.991,3.847,3000.319
SET,8463.82,1.627,2.983,3.367,7.303
GET,7393.72,1.912,2.991,3.311,8.807
INCR,6602.84,2.197,2.999,3.847,15.103
