test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,30303.030,30303.030,30303.030,0.000,32258.060,32258.060,32258.060,0.000,32258.060,32258.060,32258.060,0.000,0.439,0.439,0.439,0.000,0.311,0.311,0.311,0.000,0.415,0.415,0.415,0.000
INCR,30303.030,30303.030,30303.030,0.000,31250.000,31250.000,31250.000,0.000,38461.540,38461.540,38461.540,0.000,0.351,0.351,0.351,0.000,0.351,0.351,0.351,0.000,0.335,0.335,0.335,0.000
PING_INLINE,28571.430,28571.430,28571.430,0.000,33333.340,33333.340,33333.340,0.000,29411.760,29411.760,29411.760,0.000,0.359,0.359,0.359,0.000,0.351,0.351,0.351,0.000,0.463,0.463,0.463,0.000
SET,26315.790,26315.790,26315.790,0.000,29411.760,29411.760,29411.760,0.000,52631.580,52631.580,52631.580,0.000,0.479,0.479,0.479,0.000,0.375,0.375,0.375,0.000,0.207,0.207,0.207,0.000
