test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,36832.41,0.258,0.367,0.455,0.767
SET,35778.18,0.261,0.367,0.487,1.119
GET,34722.22,0.260,0.351,0.407,0.655
INCR,32786.88,0.278,0.407,0.535,0.927
