test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,36697.25,0.264,0.439,0.719,1.719
SET,34843.21,0.291,0.455,0.719,1.039
GET,33057.85,0.312,0.607,0.807,1.367
INCR,31545.74,0.314,0.655,0.831,1.359
