test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,38095.24,30769.23,53333.34,0.271,0.255,0.183
INCR,33333.33,32000.00,42105.27,0.303,0.263,0.239
SET,32000.00,33333.33,44444.45,0.319,0.279,0.231
PING_INLINE,32000.00,32000.00,34782.61,0.311,0.263,0.271
