test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,11370.10,1.149,3.695,4.703,9.351
SET,11580.78,1.110,3.735,4.863,6.439
GET,10035.12,1.322,3.911,5.247,7.151
INCR,11396.01,1.135,3.687,4.823,6.543
