test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16992.35,0.638,2.359,3.879,5.423
SET,18726.59,0.577,2.367,3.127,4.943
GET,28818.44,0.361,0.703,2.783,7.007
INCR,28985.51,0.363,0.719,2.303,5.175
