test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32894.74,0.305,0.615,0.791,8.607
SET,5392.29,2.728,0.655,0.871,3000.319
GET,37105.75,0.262,0.343,0.399,2.423
INCR,37807.18,0.258,0.335,0.391,0.879
