test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17605.63,0.627,2.407,3.839,5.271
SET,19249.28,0.556,2.319,2.895,4.319
GET,19157.09,0.553,2.343,2.927,4.431
INCR,18691.59,0.586,2.311,2.887,4.159
