test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32573.29,0.298,0.567,0.759,1.759
SET,41407.87,0.271,0.391,0.503,21.263
GET,38167.94,0.289,0.495,0.671,21.135
INCR,41753.65,0.277,0.375,0.423,0.967
