test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,2346.04,2.900,1.255,1.559,3000.319
SET,37105.75,0.271,0.351,0.431,1.431
GET,36968.57,0.266,0.343,0.415,1.879
INCR,36630.04,0.268,0.351,0.455,1.023
