test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32520.32,0.304,0.623,1.311,2.175
SET,36563.07,0.268,0.359,0.415,2.575
GET,36764.70,0.263,0.351,0.407,0.711
INCR,36697.25,0.265,0.351,0.407,1.527
