test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,36616.165,27777.780,45454.550,12499.364,41911.765,25000.000,58823.530,23916.847,34523.815,33333.340,35714.290,1683.586,0.339,0.247,0.431,0.130,0.323,0.175,0.471,0.209,0.231,0.215,0.247,0.023
INCR,35625.000,31250.000,40000.000,6187.184,36458.335,31250.000,41666.670,7365.698,39596.275,35714.290,43478.260,5489.956,0.319,0.287,0.351,0.045,0.311,0.191,0.431,0.170,0.315,0.303,0.327,0.017
PING_INLINE,31339.035,25641.030,37037.040,8058.196,33908.050,33333.340,34482.760,812.763,37500.005,33333.340,41666.670,5892.554,0.459,0.295,0.623,0.232,0.287,0.247,0.327,0.057,0.271,0.255,0.287,0.023
SET,30952.385,28571.430,33333.340,3367.179,40625.000,31250.000,50000.000,13258.252,35759.900,34482.760,37037.040,1806.149,0.355,0.247,0.463,0.153,0.315,0.223,0.407,0.130,0.271,0.255,0.287,0.023
