test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,31746.03,0.315,0.631,0.807,4.335
SET,30959.75,0.333,0.663,0.847,4.383
GET,31496.06,0.320,0.623,0.823,7.431
INCR,28653.29,0.365,0.719,0.895,4.495
