test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,15420.20,0.801,2.463,4.055,6.191
SET,17421.60,0.693,1.943,3.847,6.463
GET,34364.26,0.287,0.351,1.191,4.071
INCR,29542.10,0.347,0.695,1.951,4.079
