test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17123.29,0.648,2.367,3.863,4.703
SET,18399.26,0.593,2.327,2.903,5.943
GET,4730.37,3.104,1.783,3.015,3000.319
INCR,18921.47,0.565,2.335,3.071,4.959
