test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,27397.26,0.356,0.743,1.407,3.127
SET,35460.99,0.273,0.351,0.399,1.151
GET,35842.29,0.263,0.343,0.423,1.559
INCR,35906.64,0.262,0.335,0.383,2.695
