test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,19920.32,0.591,0.767,2.383,4.343
SET,18867.93,0.562,2.319,2.775,4.183
GET,7064.64,2.019,4.087,5.887,68.671
INCR,11474.47,1.186,2.959,5.631,9.023
