test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,19379.85,0.612,0.823,2.295,4.151
SET,20100.50,0.581,0.783,0.863,4.735
GET,20345.88,0.569,0.775,0.855,2.591
INCR,20140.99,0.577,0.775,0.847,3.615
