test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,27586.210,27586.210,27586.210,0.000,33333.330,33333.330,33333.330,0.000,44444.450,44444.450,44444.450,0.000,0.511,0.511,0.511,0.000,0.279,0.279,0.279,0.000,0.191,0.191,0.191,0.000
INCR,21621.620,21621.620,21621.620,0.000,33333.330,33333.330,33333.330,0.000,47058.820,47058.820,47058.820,0.000,0.431,0.431,0.431,0.000,0.287,0.287,0.287,0.000,0.167,0.167,0.167,0.000
PING_INLINE,23529.410,23529.410,23529.410,0.000,32000.000,32000.000,32000.000,0.000,33333.330,33333.330,33333.330,0.000,0.511,0.511,0.511,0.000,0.335,0.335,0.335,0.000,0.263,0.263,0.263,0.000
SET,25806.450,25806.450,25806.450,0.000,32000.000,32000.000,32000.000,0.000,34782.610,34782.610,34782.610,0.000,0.455,0.455,0.455,0.000,0.351,0.351,0.351,0.000,0.239,0.239,0.239,0.000
