test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32467.53,0.310,0.639,0.751,2.183
SET,5401.03,2.720,0.655,0.831,3000.319
GET,36697.25,0.266,0.351,0.471,3.327
INCR,37313.43,0.262,0.351,0.399,1.007
