test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,18484.29,0.601,2.327,3.695,6.071
SET,18587.36,0.588,2.351,3.055,4.407
GET,19801.98,0.560,2.255,2.799,4.111
INCR,19047.62,0.549,2.327,2.863,4.143
