test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17761.99,0.643,2.279,3.647,4.375
SET,19531.25,0.534,2.335,2.855,4.535
GET,27662.52,0.374,1.663,2.551,6.127
INCR,33898.30,0.297,0.375,1.375,4.047
