test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16460.90,0.703,2.655,3.887,5.495
SET,18761.73,0.577,2.335,2.943,4.087
GET,4549.59,3.167,2.591,3.119,3000.319
INCR,18691.59,0.576,2.327,2.935,4.151
