test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,15082.96,0.764,2.383,3.919,34.111
SET,30211.48,0.341,0.663,1.751,15.079
GET,32894.74,0.311,0.391,1.127,14.463
INCR,34129.69,0.295,0.359,0.479,12.895
