test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,29629.63,32000.00,29629.63,0.503,0.383,0.287
INCR,30769.23,30769.23,32000.00,0.335,0.311,0.247
SET,29629.63,28571.43,42105.27,0.351,0.663,0.351
PING_INLINE,28571.43,33333.33,32000.00,0.375,0.287,0.263
