test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17391.30,0.638,2.311,3.047,4.599
SET,17497.81,0.626,2.343,2.959,33.055
GET,18018.02,0.590,2.335,3.007,28.047
INCR,18975.33,0.555,2.319,2.911,13.975
