test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,28571.43,30769.23,38095.24,0.367,0.303,0.471
INCR,29629.63,29629.63,32000.00,0.391,0.295,0.263
SET,30769.23,28571.43,33333.33,0.359,0.367,0.351
PING_INLINE,27586.21,29629.63,29629.63,0.351,0.399,0.447
