test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,41493.78,0.256,0.407,0.511,0.751
SET,38095.24,0.244,0.383,0.567,1.239
GET,35460.99,0.260,0.359,0.455,0.823
INCR,35650.62,0.257,0.375,0.479,0.879
