test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,12903.23,1.012,2.799,3.911,10.167
SET,6271.56,2.319,4.823,6.127,26.367
GET,10373.44,1.298,2.999,4.647,8.631
INCR,16501.65,0.722,1.991,2.967,4.183
