test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,23980.82,0.406,0.655,0.759,4.895
SET,35650.62,0.274,0.359,0.439,0.879
GET,34602.07,0.273,0.351,0.415,1.255
INCR,33557.05,0.278,0.343,0.407,2.847
