test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16778.52,0.734,2.143,3.655,6.135
SET,12853.47,0.996,2.799,3.879,6.647
GET,16181.23,0.771,1.911,2.831,4.671
INCR,17497.81,0.683,2.327,3.039,4.191
