test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,33057.85,0.270,0.407,0.519,0.823
SET,41841.00,0.234,0.359,0.503,0.935
GET,35211.27,0.266,0.399,0.503,0.791
INCR,36166.37,0.265,0.391,0.511,0.847
