test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,29629.63,0.321,0.495,0.655,1.143
SET,34904.01,0.281,0.415,0.543,1.031
GET,33670.04,0.283,0.407,0.527,0.831
INCR,38022.81,0.260,0.391,0.479,0.735
