test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,29629.63,33333.33,29629.63,0.335,0.247,0.343
INCR,28571.43,40000.00,23529.41,0.311,0.231,0.431
SET,27586.21,32000.00,30769.23,0.511,0.391,0.375
PING_INLINE,28571.43,34782.61,28571.43,0.575,0.231,0.519
