"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","3486.75","9.747","0.368","2.927","7.679","12.495","3000.319"
"GET","14917.95","2.880","0.320","2.695","5.599","7.423","27.407"
"INCR","14895.73","2.826","0.176","2.743","5.415","6.815","8.703"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","14388.49","2.926","0.336","2.783","5.559","7.055","20.159"
"GET","14265.34","2.958","0.352","2.799","5.775","7.375","14.287"
"INCR","14218.01","2.960","0.224","2.823","5.911","7.711","11.751"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","31982.94","1.348","0.344","1.287","2.087","3.079","4.367"
"GET","33112.58","1.351","0.360","1.295","2.047","3.127","7.695"
"INCR","34562.21","1.382","0.400","1.351","2.111","3.111","5.311"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","30706.24","1.468","0.328","1.351","2.927","3.223","19.807"
"GET","33296.34","1.299","0.360","1.247","1.903","2.927","19.087"
"INCR","31250.00","1.350","0.248","1.255","2.231","3.911","5.399"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","26978.42","1.579","0.400","1.383","3.039","3.311","16.063"
"GET","34682.08","1.384","0.328","1.375","2.095","2.911","4.439"
"INCR","32786.88","1.379","0.368","1.319","2.143","3.047","13.463"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","31645.57","1.361","0.400","1.263","2.079","3.111","13.935"
"GET","32644.18","1.269","0.368","1.167","1.959","3.303","9.895"
"INCR","30706.24","1.467","0.240","1.359","2.919","3.575","16.751"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","33259.42","1.280","0.360","1.239","1.895","2.919","4.127"
"GET","33632.29","1.326","0.272","1.287","2.007","2.975","5.335"
"INCR","32858.71","1.278","0.264","1.199","1.927","3.367","6.287"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","32502.71","1.307","0.336","1.207","1.903","3.087","24.335"
"GET","32017.08","1.267","0.368","1.159","1.959","3.495","13.047"
"INCR","32397.41","1.373","0.312","1.303","2.135","3.455","7.663"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","29821.07","1.461","0.264","1.343","2.991","4.047","6.223"
"GET","34090.91","1.336","0.336","1.311","2.007","2.991","5.279"
"INCR","30090.27","1.435","0.392","1.295","2.983","3.983","10.487"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","32154.34","1.254","0.288","1.151","1.959","3.423","5.279"
"GET","32786.88","1.322","0.312","1.239","2.071","3.167","8.863"
"INCR","33482.14","1.324","0.224","1.279","1.983","3.199","6.527"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","32188.84","1.323","0.368","1.239","1.919","3.183","19.967"
"GET","30800.82","1.375","0.360","1.247","2.327","3.855","19.727"
"INCR","27372.26","1.813","0.232","1.727","2.999","3.927","15.463"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","27173.91","1.802","0.384","1.719","3.063","4.127","6.815"
"GET","25929.13","1.854","0.360","1.719","3.311","4.159","10.383"
"INCR","22010.27","2.028","0.416","1.695","3.911","4.975","15.607"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","22010.27","1.960","0.448","1.655","3.703","4.543","11.447"
"GET","20632.74","1.964","0.472","1.687","3.663","4.623","21.007"
"INCR","22107.59","1.934","0.384","1.519","3.935","4.647","7.239"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","20920.50","2.033","0.160","1.655","4.031","4.703","5.983"
"GET","20188.43","2.160","0.296","1.823","4.159","4.935","22.575"
"INCR","19867.55","2.100","0.344","1.847","4.119","5.047","10.631"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","19404.92","2.080","0.248","1.935","4.063","4.975","9.695"
"GET","18461.54","2.118","0.256","1.951","4.191","5.151","6.999"
"INCR","18529.96","2.100","0.264","1.959","4.087","5.111","7.455"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","19120.46","2.120","0.232","1.959","4.087","4.943","7.335"
"GET","22455.09","1.792","0.408","1.463","3.559","4.575","14.487"
"INCR","33860.05","1.403","0.256","1.375","2.047","2.335","19.055"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","32119.91","1.482","0.408","1.415","2.279","3.103","15.855"
"GET","31746.03","1.481","0.240","1.407","2.303","3.455","17.535"
"INCR","32644.18","1.490","0.424","1.423","2.255","3.247","16.847"
