test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,12062.73,1.092,2.935,4.671,6.863
SET,17730.50,0.687,2.623,2.951,4.503
GET,29197.08,0.363,0.727,2.295,4.175
INCR,30303.03,0.345,0.687,2.287,4.191
