test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,10085.73,1.343,3.223,4.967,7.759
SET,10781.67,1.250,3.015,4.751,5.047
GET,10857.76,1.241,3.103,4.815,6.487
INCR,12698.41,1.026,2.887,4.607,5.191
