test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,33840.95,0.292,0.567,0.751,1.559
SET,36429.87,0.269,0.351,0.407,1.175
GET,36563.07,0.266,0.343,0.407,3.991
INCR,36101.08,0.269,0.351,0.431,1.567
