test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,36041.290,35587.190,36630.040,534.305,48844.987,36496.350,71428.570,19586.490,37066.100,36630.040,37735.850,588.780,0.535,0.479,0.567,0.049,0.570,0.303,0.831,0.264,0.479,0.447,0.535,0.049
INCR,36399.740,34662.040,39138.950,2400.614,41419.647,35460.990,52631.580,9716.222,36987.917,33783.790,40816.320,3557.585,0.559,0.543,0.567,0.014,0.570,0.383,0.783,0.201,0.495,0.479,0.527,0.028
PING_INLINE,33545.677,33112.590,34246.570,612.591,46767.730,34423.410,65146.580,16226.212,36375.077,34423.410,37664.780,1719.089,0.554,0.487,0.631,0.073,0.428,0.327,0.519,0.096,0.583,0.479,0.647,0.091
SET,36300.500,31948.880,40322.580,4196.565,45369.160,40816.320,54054.050,7524.277,38032.533,33898.300,40983.610,3687.858,0.543,0.455,0.639,0.092,0.466,0.391,0.503,0.065,0.495,0.431,0.551,0.060
