test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,29239.77,0.326,0.535,0.647,1.031
SET,27855.15,0.354,0.607,0.807,1.767
GET,31152.65,0.313,0.487,0.663,1.047
INCR,32679.74,0.288,0.479,0.599,0.919
