test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,18034.27,0.586,2.311,3.695,5.063
SET,29069.77,0.346,0.623,0.759,16.367
GET,33112.59,0.305,0.359,0.671,16.655
INCR,35523.98,0.288,0.383,0.439,3.991
