test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16849.20,0.681,2.311,2.927,14.151
SET,18214.94,0.605,2.327,2.887,4.087
GET,18231.54,0.595,2.327,2.911,5.103
INCR,18867.93,0.610,1.767,2.423,18.655
