test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,29629.63,30769.23,32000.00,0.383,0.375,0.495
INCR,29629.63,30769.23,32000.00,0.319,0.367,0.279
SET,36363.64,29629.63,33333.33,0.271,0.407,0.287
PING_INLINE,24242.42,23529.41,30769.23,0.463,0.487,0.423
