test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17652.25,0.686,2.255,3.895,6.271
SET,16393.44,0.766,2.207,3.935,6.127
GET,16353.23,0.769,2.127,3.895,6.119
INCR,19065.78,0.626,1.991,3.927,4.455
