test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16474.46,0.762,2.983,4.079,8.135
SET,17809.44,0.686,2.383,4.103,7.175
GET,33557.05,0.302,0.383,1.647,4.391
INCR,34965.04,0.287,0.367,0.567,2.879
