test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,26666.67,34782.61,40000.00,0.431,0.271,0.223
INCR,29629.63,34782.61,34782.61,0.439,0.463,0.271
SET,30769.23,33333.33,32000.00,0.327,0.279,0.223
PING_INLINE,27586.21,32000.00,18604.65,0.367,0.263,0.423
