test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,25641.03,0.201,0.415,0.623,1.055
SET,28571.43,0.178,0.279,0.463,0.839
GET,27777.78,0.179,0.319,0.431,0.527
INCR,31250.00,0.166,0.239,0.351,0.431
