test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,25806.45,0.382,1.127,1.495,2.319
SET,5389.38,2.724,0.663,0.967,3000.319
GET,36297.64,0.258,0.319,0.367,0.711
INCR,36231.89,0.261,0.319,0.367,2.727
