test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16764.46,0.664,2.839,4.047,6.079
SET,19960.08,0.557,2.263,2.847,5.311
GET,26560.42,0.388,1.303,2.415,6.183
INCR,29197.08,0.363,0.719,2.199,7.015
