test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,6637.90,2.111,4.271,10.671,1125.375
SET,9876.54,1.347,3.919,5.031,6.767
GET,10542.96,1.259,3.855,4.823,8.151
INCR,12158.05,1.070,3.287,4.623,6.519
