test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17108.64,0.655,2.335,3.791,5.079
SET,19379.85,0.559,2.319,2.935,4.199
GET,19193.86,0.567,2.311,2.887,4.199
INCR,18921.47,0.594,2.295,2.887,4.039
