test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,38535.64,0.246,0.423,0.663,1.143
SET,35149.38,0.302,0.655,0.799,1.607
GET,38095.24,0.269,0.447,0.719,1.055
INCR,38910.51,0.262,0.407,0.703,1.567
