test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,28735.63,0.345,1.079,1.455,2.159
SET,36166.37,0.269,0.359,0.423,1.319
GET,36900.37,0.261,0.351,0.391,0.759
INCR,35714.29,0.276,0.391,0.711,2.599
