test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17436.79,0.630,2.343,3.727,5.335
SET,18779.34,0.561,2.327,2.991,4.439
GET,31847.13,0.314,0.367,2.551,4.095
INCR,34542.32,0.289,0.367,0.879,4.111
