test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,5284.02,2.817,6.039,8.943,1054.719
SET,9345.79,1.516,3.815,4.367,8.719
GET,9132.42,1.570,3.879,4.863,8.287
INCR,8904.72,1.623,3.919,4.887,9.967
