test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,18921.47,0.628,0.847,2.279,3.983
SET,19550.34,0.601,0.791,0.879,4.855
GET,26595.75,0.407,0.751,0.847,1.887
INCR,31104.20,0.328,0.679,0.839,4.479
