test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32467.53,0.298,0.559,0.751,1.807
SET,36231.89,0.271,0.359,0.415,1.855
GET,36036.04,0.266,0.351,0.399,1.175
INCR,35335.69,0.277,0.367,0.663,1.735
