test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,33840.95,0.286,0.495,0.743,1.959
SET,34364.26,0.284,0.375,0.655,2.615
GET,35842.29,0.270,0.351,0.447,1.599
INCR,35587.19,0.271,0.351,0.407,2.047
